NID    NIC-Addr  Node          Gemini         X  Y  Z
3089     11169   c10-5c1s7n3   c10-5c1s7g1    11 7  8 
3090     11172   c10-5c1s6n2   c10-5c1s6g1    11 7  9 
3091     11173   c10-5c1s6n3   c10-5c1s6g1    11 7  9 
3092     11176   c10-5c1s5n2   c10-5c1s5g1    11 7  10
3093     11177   c10-5c1s5n3   c10-5c1s5g1    11 7  10
3094     11180   c10-5c1s4n2   c10-5c1s4g1    11 7  11
3095     11181   c10-5c1s4n3   c10-5c1s4g1    11 7  11
3096     11184   c10-5c1s3n2   c10-5c1s3g1    11 7  12
3097     11185   c10-5c1s3n3   c10-5c1s3g1    11 7  12
3098     11188   c10-5c1s2n2   c10-5c1s2g1    11 7  13
3099     11189   c10-5c1s2n3   c10-5c1s2g1    11 7  13
3100     11192   c10-5c1s1n2   c10-5c1s1g1    11 7  14
3101     11193   c10-5c1s1n3   c10-5c1s1g1    11 7  14
3102     11196   c10-5c1s0n2   c10-5c1s0g1    11 7  15
3103     11197   c10-5c1s0n3   c10-5c1s0g1    11 7  15
3104     11200   c10-5c0s0n2   c10-5c0s0g1    11 7  16
3105     11201   c10-5c0s0n3   c10-5c0s0g1    11 7  16
3106     11204   c10-5c0s1n2   c10-5c0s1g1    11 7  17
3107     11205   c10-5c0s1n3   c10-5c0s1g1    11 7  17
3108     11208   c10-5c0s2n2   c10-5c0s2g1    11 7  18
3109     11209   c10-5c0s2n3   c10-5c0s2g1    11 7  18
3110     11212   c10-5c0s3n2   c10-5c0s3g1    11 7  19
3111     11213   c10-5c0s3n3   c10-5c0s3g1    11 7  19
3112     11216   c10-5c0s4n2   c10-5c0s4g1    11 7  20
3113     11217   c10-5c0s4n3   c10-5c0s4g1    11 7  20
3114     11220   c10-5c0s5n2   c10-5c0s5g1    11 7  21
3115     11221   c10-5c0s5n3   c10-5c0s5g1    11 7  21
3116     11224   c10-5c0s6n2   c10-5c0s6g1    11 7  22
3117     11225   c10-5c0s6n3   c10-5c0s6g1    11 7  22
3118     11228   c10-5c0s7n2   c10-5c0s7g1    11 7  23
3119     11229   c10-5c0s7n3   c10-5c0s7g1    11 7  23
3070     11264   c10-3c0s0n0   c10-3c0s0g0    11 8  0 
3071     11265   c10-3c0s0n1   c10-3c0s0g0    11 8  0 
3068     11268   c10-3c0s1n0   c10-3c0s1g0    11 8  1 
3069     11269   c10-3c0s1n1   c10-3c0s1g0    11 8  1 
3066     11272   c10-3c0s2n0   c10-3c0s2g0    11 8  2 
3067     11273   c10-3c0s2n1   c10-3c0s2g0    11 8  2 
3064     11276   c10-3c0s3n0   c10-3c0s3g0    11 8  3 
3065     11277   c10-3c0s3n1   c10-3c0s3g0    11 8  3 
3062     11280   c10-3c0s4n0   c10-3c0s4g0    11 8  4 
3063     11281   c10-3c0s4n1   c10-3c0s4g0    11 8  4 
3060     11284   c10-3c0s5n0   c10-3c0s5g0    11 8  5 
3061     11285   c10-3c0s5n1   c10-3c0s5g0    11 8  5 
3058     11288   c10-3c0s6n0   c10-3c0s6g0    11 8  6 
3059     11289   c10-3c0s6n1   c10-3c0s6g0    11 8  6 
3056     11292   c10-3c0s7n0   c10-3c0s7g0    11 8  7 
3057     11293   c10-3c0s7n1   c10-3c0s7g0    11 8  7 
3054     11296   c10-3c1s7n0   c10-3c1s7g0    11 8  8 
3055     11297   c10-3c1s7n1   c10-3c1s7g0    11 8  8 
3052     11300   c10-3c1s6n0   c10-3c1s6g0    11 8  9 
3053     11301   c10-3c1s6n1   c10-3c1s6g0    11 8  9 
3050     11304   c10-3c1s5n0   c10-3c1s5g0    11 8  10
3051     11305   c10-3c1s5n1   c10-3c1s5g0    11 8  10
3048     11308   c10-3c1s4n0   c10-3c1s4g0    11 8  11
3049     11309   c10-3c1s4n1   c10-3c1s4g0    11 8  11
3046     11312   c10-3c1s3n0   c10-3c1s3g0    11 8  12
3047     11313   c10-3c1s3n1   c10-3c1s3g0    11 8  12
3044     11316   c10-3c1s2n0   c10-3c1s2g0    11 8  13
3045     11317   c10-3c1s2n1   c10-3c1s2g0    11 8  13
3042     11320   c10-3c1s1n0   c10-3c1s1g0    11 8  14
3043     11321   c10-3c1s1n1   c10-3c1s1g0    11 8  14
3040     11324   c10-3c1s0n0   c10-3c1s0g0    11 8  15
3041     11325   c10-3c1s0n1   c10-3c1s0g0    11 8  15
3038     11328   c10-3c2s0n0   c10-3c2s0g0    11 8  16
3039     11329   c10-3c2s0n1   c10-3c2s0g0    11 8  16
3036     11332   c10-3c2s1n0   c10-3c2s1g0    11 8  17
3037     11333   c10-3c2s1n1   c10-3c2s1g0    11 8  17
3034     11336   c10-3c2s2n0   c10-3c2s2g0    11 8  18
3035     11337   c10-3c2s2n1   c10-3c2s2g0    11 8  18
3032     11340   c10-3c2s3n0   c10-3c2s3g0    11 8  19
3033     11341   c10-3c2s3n1   c10-3c2s3g0    11 8  19
3030     11344   c10-3c2s4n0   c10-3c2s4g0    11 8  20
3031     11345   c10-3c2s4n1   c10-3c2s4g0    11 8  20
3028     11348   c10-3c2s5n0   c10-3c2s5g0    11 8  21
3029     11349   c10-3c2s5n1   c10-3c2s5g0    11 8  21
3026     11352   c10-3c2s6n0   c10-3c2s6g0    11 8  22
3027     11353   c10-3c2s6n1   c10-3c2s6g0    11 8  22
3024     11356   c10-3c2s7n0   c10-3c2s7g0    11 8  23
3025     11357   c10-3c2s7n1   c10-3c2s7g0    11 8  23
2976     11392   c10-3c0s0n2   c10-3c0s0g1    11 9  0 
2977     11393   c10-3c0s0n3   c10-3c0s0g1    11 9  0 
2978     11396   c10-3c0s1n2   c10-3c0s1g1    11 9  1 
2979     11397   c10-3c0s1n3   c10-3c0s1g1    11 9  1 
2980     11400   c10-3c0s2n2   c10-3c0s2g1    11 9  2 
2981     11401   c10-3c0s2n3   c10-3c0s2g1    11 9  2 
2982     11404   c10-3c0s3n2   c10-3c0s3g1    11 9  3 
2983     11405   c10-3c0s3n3   c10-3c0s3g1    11 9  3 
2984     11408   c10-3c0s4n2   c10-3c0s4g1    11 9  4 
2985     11409   c10-3c0s4n3   c10-3c0s4g1    11 9  4 
2986     11412   c10-3c0s5n2   c10-3c0s5g1    11 9  5 
2987     11413   c10-3c0s5n3   c10-3c0s5g1    11 9  5 
2988     11416   c10-3c0s6n2   c10-3c0s6g1    11 9  6 
2989     11417   c10-3c0s6n3   c10-3c0s6g1    11 9  6 
2990     11420   c10-3c0s7n2   c10-3c0s7g1    11 9  7 
2991     11421   c10-3c0s7n3   c10-3c0s7g1    11 9  7 
2992     11424   c10-3c1s7n2   c10-3c1s7g1    11 9  8 
2993     11425   c10-3c1s7n3   c10-3c1s7g1    11 9  8 
2994     11428   c10-3c1s6n2   c10-3c1s6g1    11 9  9 
2995     11429   c10-3c1s6n3   c10-3c1s6g1    11 9  9 
2996     11432   c10-3c1s5n2   c10-3c1s5g1    11 9  10
2997     11433   c10-3c1s5n3   c10-3c1s5g1    11 9  10
2998     11436   c10-3c1s4n2   c10-3c1s4g1    11 9  11
2999     11437   c10-3c1s4n3   c10-3c1s4g1    11 9  11
3000     11440   c10-3c1s3n2   c10-3c1s3g1    11 9  12
3001     11441   c10-3c1s3n3   c10-3c1s3g1    11 9  12
3002     11444   c10-3c1s2n2   c10-3c1s2g1    11 9  13
3003     11445   c10-3c1s2n3   c10-3c1s2g1    11 9  13
3004     11448   c10-3c1s1n2   c10-3c1s1g1    11 9  14
3005     11449   c10-3c1s1n3   c10-3c1s1g1    11 9  14
3006     11452   c10-3c1s0n2   c10-3c1s0g1    11 9  15
3007     11453   c10-3c1s0n3   c10-3c1s0g1    11 9  15
3008     11456   c10-3c2s0n2   c10-3c2s0g1    11 9  16
3009     11457   c10-3c2s0n3   c10-3c2s0g1    11 9  16
3010     11460   c10-3c2s1n2   c10-3c2s1g1    11 9  17
3011     11461   c10-3c2s1n3   c10-3c2s1g1    11 9  17
3012     11464   c10-3c2s2n2   c10-3c2s2g1    11 9  18
3013     11465   c10-3c2s2n3   c10-3c2s2g1    11 9  18
3014     11468   c10-3c2s3n2   c10-3c2s3g1    11 9  19
3015     11469   c10-3c2s3n3   c10-3c2s3g1    11 9  19
3016     11472   c10-3c2s4n2   c10-3c2s4g1    11 9  20
3017     11473   c10-3c2s4n3   c10-3c2s4g1    11 9  20
3018     11476   c10-3c2s5n2   c10-3c2s5g1    11 9  21
3019     11477   c10-3c2s5n3   c10-3c2s5g1    11 9  21
3020     11480   c10-3c2s6n2   c10-3c2s6g1    11 9  22
3021     11481   c10-3c2s6n3   c10-3c2s6g1    11 9  22
3022     11484   c10-3c2s7n2   c10-3c2s7g1    11 9  23
3023     11485   c10-3c2s7n3   c10-3c2s7g1    11 9  23
2974     11520   c10-1c2s0n0   c10-1c2s0g0    11 10 0 
2975     11521   c10-1c2s0n1   c10-1c2s0g0    11 10 0 
2972     11524   c10-1c2s1n0   c10-1c2s1g0    11 10 1 
2973     11525   c10-1c2s1n1   c10-1c2s1g0    11 10 1 
2970     11528   c10-1c2s2n0   c10-1c2s2g0    11 10 2 
2971     11529   c10-1c2s2n1   c10-1c2s2g0    11 10 2 
2968     11532   c10-1c2s3n0   c10-1c2s3g0    11 10 3 
2969     11533   c10-1c2s3n1   c10-1c2s3g0    11 10 3 
2966     11536   c10-1c2s4n0   c10-1c2s4g0    11 10 4 
2967     11537   c10-1c2s4n1   c10-1c2s4g0    11 10 4 
2964     11540   c10-1c2s5n0   c10-1c2s5g0    11 10 5 
2965     11541   c10-1c2s5n1   c10-1c2s5g0    11 10 5 
2962     11544   c10-1c2s6n0   c10-1c2s6g0    11 10 6 
2963     11545   c10-1c2s6n1   c10-1c2s6g0    11 10 6 
2960     11548   c10-1c2s7n0   c10-1c2s7g0    11 10 7 
2961     11549   c10-1c2s7n1   c10-1c2s7g0    11 10 7 
2958     11552   c10-1c1s7n0   c10-1c1s7g0    11 10 8 
2959     11553   c10-1c1s7n1   c10-1c1s7g0    11 10 8 
2956     11556   c10-1c1s6n0   c10-1c1s6g0    11 10 9 
2957     11557   c10-1c1s6n1   c10-1c1s6g0    11 10 9 
2954     11560   c10-1c1s5n0   c10-1c1s5g0    11 10 10
2955     11561   c10-1c1s5n1   c10-1c1s5g0    11 10 10
2952     11564   c10-1c1s4n0   c10-1c1s4g0    11 10 11
2953     11565   c10-1c1s4n1   c10-1c1s4g0    11 10 11
2950     11568   c10-1c1s3n0   c10-1c1s3g0    11 10 12
2951     11569   c10-1c1s3n1   c10-1c1s3g0    11 10 12
2948     11572   c10-1c1s2n0   c10-1c1s2g0    11 10 13
2949     11573   c10-1c1s2n1   c10-1c1s2g0    11 10 13
2946     11576   c10-1c1s1n0   c10-1c1s1g0    11 10 14
2947     11577   c10-1c1s1n1   c10-1c1s1g0    11 10 14
2944     11580   c10-1c1s0n0   c10-1c1s0g0    11 10 15
2945     11581   c10-1c1s0n1   c10-1c1s0g0    11 10 15
2942     11584   c10-1c0s0n0   c10-1c0s0g0    11 10 16
2943     11585   c10-1c0s0n1   c10-1c0s0g0    11 10 16
2940     11588   c10-1c0s1n0   c10-1c0s1g0    11 10 17
2941     11589   c10-1c0s1n1   c10-1c0s1g0    11 10 17
2938     11592   c10-1c0s2n0   c10-1c0s2g0    11 10 18
2939     11593   c10-1c0s2n1   c10-1c0s2g0    11 10 18
2936     11596   c10-1c0s3n0   c10-1c0s3g0    11 10 19
2937     11597   c10-1c0s3n1   c10-1c0s3g0    11 10 19
2934     11600   c10-1c0s4n0   c10-1c0s4g0    11 10 20
2935     11601   c10-1c0s4n1   c10-1c0s4g0    11 10 20
2932     11604   c10-1c0s5n0   c10-1c0s5g0    11 10 21
2933     11605   c10-1c0s5n1   c10-1c0s5g0    11 10 21
2930     11608   c10-1c0s6n0   c10-1c0s6g0    11 10 22
2931     11609   c10-1c0s6n1   c10-1c0s6g0    11 10 22
2928     11612   c10-1c0s7n0   c10-1c0s7g0    11 10 23
2929     11613   c10-1c0s7n1   c10-1c0s7g0    11 10 23
2880     11648   c10-1c2s0n2   c10-1c2s0g1    11 11 0 
2881     11649   c10-1c2s0n3   c10-1c2s0g1    11 11 0 
2882     11652   c10-1c2s1n2   c10-1c2s1g1    11 11 1 
2883     11653   c10-1c2s1n3   c10-1c2s1g1    11 11 1 
2884     11656   c10-1c2s2n2   c10-1c2s2g1    11 11 2 
2885     11657   c10-1c2s2n3   c10-1c2s2g1    11 11 2 
2886     11660   c10-1c2s3n2   c10-1c2s3g1    11 11 3 
2887     11661   c10-1c2s3n3   c10-1c2s3g1    11 11 3 
2888     11664   c10-1c2s4n2   c10-1c2s4g1    11 11 4 
2889     11665   c10-1c2s4n3   c10-1c2s4g1    11 11 4 
2890     11668   c10-1c2s5n2   c10-1c2s5g1    11 11 5 
2891     11669   c10-1c2s5n3   c10-1c2s5g1    11 11 5 
2892     11672   c10-1c2s6n2   c10-1c2s6g1    11 11 6 
2893     11673   c10-1c2s6n3   c10-1c2s6g1    11 11 6 
2894     11676   c10-1c2s7n2   c10-1c2s7g1    11 11 7 
2895     11677   c10-1c2s7n3   c10-1c2s7g1    11 11 7 
2896     11680   c10-1c1s7n2   c10-1c1s7g1    11 11 8 
2897     11681   c10-1c1s7n3   c10-1c1s7g1    11 11 8 
2898     11684   c10-1c1s6n2   c10-1c1s6g1    11 11 9 
2899     11685   c10-1c1s6n3   c10-1c1s6g1    11 11 9 
2900     11688   c10-1c1s5n2   c10-1c1s5g1    11 11 10
2901     11689   c10-1c1s5n3   c10-1c1s5g1    11 11 10
2902     11692   c10-1c1s4n2   c10-1c1s4g1    11 11 11
2903     11693   c10-1c1s4n3   c10-1c1s4g1    11 11 11
2904     11696   c10-1c1s3n2   c10-1c1s3g1    11 11 12
2905     11697   c10-1c1s3n3   c10-1c1s3g1    11 11 12
2906     11700   c10-1c1s2n2   c10-1c1s2g1    11 11 13
2907     11701   c10-1c1s2n3   c10-1c1s2g1    11 11 13
2908     11704   c10-1c1s1n2   c10-1c1s1g1    11 11 14
2909     11705   c10-1c1s1n3   c10-1c1s1g1    11 11 14
2910     11708   c10-1c1s0n2   c10-1c1s0g1    11 11 15
2911     11709   c10-1c1s0n3   c10-1c1s0g1    11 11 15
2912     11712   c10-1c0s0n2   c10-1c0s0g1    11 11 16
2913     11713   c10-1c0s0n3   c10-1c0s0g1    11 11 16
2914     11716   c10-1c0s1n2   c10-1c0s1g1    11 11 17
2915     11717   c10-1c0s1n3   c10-1c0s1g1    11 11 17
2916     11720   c10-1c0s2n2   c10-1c0s2g1    11 11 18
2917     11721   c10-1c0s2n3   c10-1c0s2g1    11 11 18
2918     11724   c10-1c0s3n2   c10-1c0s3g1    11 11 19
2919     11725   c10-1c0s3n3   c10-1c0s3g1    11 11 19
2920     11728   c10-1c0s4n2   c10-1c0s4g1    11 11 20
2921     11729   c10-1c0s4n3   c10-1c0s4g1    11 11 20
2922     11732   c10-1c0s5n2   c10-1c0s5g1    11 11 21
2923     11733   c10-1c0s5n3   c10-1c0s5g1    11 11 21
2924     11736   c10-1c0s6n2   c10-1c0s6g1    11 11 22
2925     11737   c10-1c0s6n3   c10-1c0s6g1    11 11 22
2926     11740   c10-1c0s7n2   c10-1c0s7g1    11 11 23
2927     11741   c10-1c0s7n3   c10-1c0s7g1    11 11 23
2304     8192    c8-0c0s0n0    c8-0c0s0g0     12 0  0 
2305     8193    c8-0c0s0n1    c8-0c0s0g0     12 0  0 
2306     8196    c8-0c0s1n0    c8-0c0s1g0     12 0  1 
2307     8197    c8-0c0s1n1    c8-0c0s1g0     12 0  1 
2308     8200    c8-0c0s2n0    c8-0c0s2g0     12 0  2 
2309     8201    c8-0c0s2n1    c8-0c0s2g0     12 0  2 
2310     8204    c8-0c0s3n0    c8-0c0s3g0     12 0  3 
2311     8205    c8-0c0s3n1    c8-0c0s3g0     12 0  3 
2312     8208    c8-0c0s4n0    c8-0c0s4g0     12 0  4 
2313     8209    c8-0c0s4n1    c8-0c0s4g0     12 0  4 
2314     8212    c8-0c0s5n0    c8-0c0s5g0     12 0  5 
2315     8213    c8-0c0s5n1    c8-0c0s5g0     12 0  5 
2316     8216    c8-0c0s6n0    c8-0c0s6g0     12 0  6 
2317     8217    c8-0c0s6n1    c8-0c0s6g0     12 0  6 
2318     8220    c8-0c0s7n0    c8-0c0s7g0     12 0  7 
2319     8221    c8-0c0s7n1    c8-0c0s7g0     12 0  7 
2320     8224    c8-0c1s7n0    c8-0c1s7g0     12 0  8 
2321     8225    c8-0c1s7n1    c8-0c1s7g0     12 0  8 
2322     8228    c8-0c1s6n0    c8-0c1s6g0     12 0  9 
2323     8229    c8-0c1s6n1    c8-0c1s6g0     12 0  9 
2324     8232    c8-0c1s5n0    c8-0c1s5g0     12 0  10
2325     8233    c8-0c1s5n1    c8-0c1s5g0     12 0  10
2326     8236    c8-0c1s4n0    c8-0c1s4g0     12 0  11
2327     8237    c8-0c1s4n1    c8-0c1s4g0     12 0  11
2328     8240    c8-0c1s3n0    c8-0c1s3g0     12 0  12
2329     8241    c8-0c1s3n1    c8-0c1s3g0     12 0  12
2330     8244    c8-0c1s2n0    c8-0c1s2g0     12 0  13
2331     8245    c8-0c1s2n1    c8-0c1s2g0     12 0  13
2332     8248    c8-0c1s1n0    c8-0c1s1g0     12 0  14
2333     8249    c8-0c1s1n1    c8-0c1s1g0     12 0  14
2334     8252    c8-0c1s0n0    c8-0c1s0g0     12 0  15
2335     8253    c8-0c1s0n1    c8-0c1s0g0     12 0  15
2336     8256    c8-0c2s0n0    c8-0c2s0g0     12 0  16
2337     8257    c8-0c2s0n1    c8-0c2s0g0     12 0  16
2338     8260    c8-0c2s1n0    c8-0c2s1g0     12 0  17
2339     8261    c8-0c2s1n1    c8-0c2s1g0     12 0  17
2340     8264    c8-0c2s2n0    c8-0c2s2g0     12 0  18
2341     8265    c8-0c2s2n1    c8-0c2s2g0     12 0  18
2342     8268    c8-0c2s3n0    c8-0c2s3g0     12 0  19
2343     8269    c8-0c2s3n1    c8-0c2s3g0     12 0  19
2344     8272    c8-0c2s4n0    c8-0c2s4g0     12 0  20
2345     8273    c8-0c2s4n1    c8-0c2s4g0     12 0  20
2346     8276    c8-0c2s5n0    c8-0c2s5g0     12 0  21
2347     8277    c8-0c2s5n1    c8-0c2s5g0     12 0  21
2348     8280    c8-0c2s6n0    c8-0c2s6g0     12 0  22
2349     8281    c8-0c2s6n1    c8-0c2s6g0     12 0  22
2350     8284    c8-0c2s7n0    c8-0c2s7g0     12 0  23
2351     8285    c8-0c2s7n1    c8-0c2s7g0     12 0  23
2398     8320    c8-0c0s0n2    c8-0c0s0g1     12 1  0 
2399     8321    c8-0c0s0n3    c8-0c0s0g1     12 1  0 
2396     8324    c8-0c0s1n2    c8-0c0s1g1     12 1  1 
2397     8325    c8-0c0s1n3    c8-0c0s1g1     12 1  1 
2394     8328    c8-0c0s2n2    c8-0c0s2g1     12 1  2 
2395     8329    c8-0c0s2n3    c8-0c0s2g1     12 1  2 
2392     8332    c8-0c0s3n2    c8-0c0s3g1     12 1  3 
2393     8333    c8-0c0s3n3    c8-0c0s3g1     12 1  3 
2390     8336    c8-0c0s4n2    c8-0c0s4g1     12 1  4 
2391     8337    c8-0c0s4n3    c8-0c0s4g1     12 1  4 
2388     8340    c8-0c0s5n2    c8-0c0s5g1     12 1  5 
2389     8341    c8-0c0s5n3    c8-0c0s5g1     12 1  5 
2386     8344    c8-0c0s6n2    c8-0c0s6g1     12 1  6 
2387     8345    c8-0c0s6n3    c8-0c0s6g1     12 1  6 
2384     8348    c8-0c0s7n2    c8-0c0s7g1     12 1  7 
2385     8349    c8-0c0s7n3    c8-0c0s7g1     12 1  7 
2382     8352    c8-0c1s7n2    c8-0c1s7g1     12 1  8 
2383     8353    c8-0c1s7n3    c8-0c1s7g1     12 1  8 
2380     8356    c8-0c1s6n2    c8-0c1s6g1     12 1  9 
2381     8357    c8-0c1s6n3    c8-0c1s6g1     12 1  9 
2378     8360    c8-0c1s5n2    c8-0c1s5g1     12 1  10
2379     8361    c8-0c1s5n3    c8-0c1s5g1     12 1  10
2376     8364    c8-0c1s4n2    c8-0c1s4g1     12 1  11
2377     8365    c8-0c1s4n3    c8-0c1s4g1     12 1  11
2374     8368    c8-0c1s3n2    c8-0c1s3g1     12 1  12
2375     8369    c8-0c1s3n3    c8-0c1s3g1     12 1  12
2372     8372    c8-0c1s2n2    c8-0c1s2g1     12 1  13
2373     8373    c8-0c1s2n3    c8-0c1s2g1     12 1  13
2370     8376    c8-0c1s1n2    c8-0c1s1g1     12 1  14
2371     8377    c8-0c1s1n3    c8-0c1s1g1     12 1  14
2368     8380    c8-0c1s0n2    c8-0c1s0g1     12 1  15
2369     8381    c8-0c1s0n3    c8-0c1s0g1     12 1  15
2366     8384    c8-0c2s0n2    c8-0c2s0g1     12 1  16
2367     8385    c8-0c2s0n3    c8-0c2s0g1     12 1  16
2364     8388    c8-0c2s1n2    c8-0c2s1g1     12 1  17
2365     8389    c8-0c2s1n3    c8-0c2s1g1     12 1  17
2362     8392    c8-0c2s2n2    c8-0c2s2g1     12 1  18
2363     8393    c8-0c2s2n3    c8-0c2s2g1     12 1  18
2360     8396    c8-0c2s3n2    c8-0c2s3g1     12 1  19
2361     8397    c8-0c2s3n3    c8-0c2s3g1     12 1  19
2358     8400    c8-0c2s4n2    c8-0c2s4g1     12 1  20
2359     8401    c8-0c2s4n3    c8-0c2s4g1     12 1  20
2356     8404    c8-0c2s5n2    c8-0c2s5g1     12 1  21
2357     8405    c8-0c2s5n3    c8-0c2s5g1     12 1  21
2354     8408    c8-0c2s6n2    c8-0c2s6g1     12 1  22
2355     8409    c8-0c2s6n3    c8-0c2s6g1     12 1  22
2352     8412    c8-0c2s7n2    c8-0c2s7g1     12 1  23
2353     8413    c8-0c2s7n3    c8-0c2s7g1     12 1  23
2400     8448    c8-2c2s0n0    c8-2c2s0g0     12 2  0 
2401     8449    c8-2c2s0n1    c8-2c2s0g0     12 2  0 
2402     8452    c8-2c2s1n0    c8-2c2s1g0     12 2  1 
2403     8453    c8-2c2s1n1    c8-2c2s1g0     12 2  1 
2404     8456    c8-2c2s2n0    c8-2c2s2g0     12 2  2 
2405     8457    c8-2c2s2n1    c8-2c2s2g0     12 2  2 
2406     8460    c8-2c2s3n0    c8-2c2s3g0     12 2  3 
2407     8461    c8-2c2s3n1    c8-2c2s3g0     12 2  3 
2408     8464    c8-2c2s4n0    c8-2c2s4g0     12 2  4 
2409     8465    c8-2c2s4n1    c8-2c2s4g0     12 2  4 
2410     8468    c8-2c2s5n0    c8-2c2s5g0     12 2  5 
2411     8469    c8-2c2s5n1    c8-2c2s5g0     12 2  5 
2412     8472    c8-2c2s6n0    c8-2c2s6g0     12 2  6 
2413     8473    c8-2c2s6n1    c8-2c2s6g0     12 2  6 
2414     8476    c8-2c2s7n0    c8-2c2s7g0     12 2  7 
2415     8477    c8-2c2s7n1    c8-2c2s7g0     12 2  7 
2416     8480    c8-2c1s7n0    c8-2c1s7g0     12 2  8 
2417     8481    c8-2c1s7n1    c8-2c1s7g0     12 2  8 
2418     8484    c8-2c1s6n0    c8-2c1s6g0     12 2  9 
2419     8485    c8-2c1s6n1    c8-2c1s6g0     12 2  9 
2420     8488    c8-2c1s5n0    c8-2c1s5g0     12 2  10
2421     8489    c8-2c1s5n1    c8-2c1s5g0     12 2  10
2422     8492    c8-2c1s4n0    c8-2c1s4g0     12 2  11
2423     8493    c8-2c1s4n1    c8-2c1s4g0     12 2  11
2424     8496    c8-2c1s3n0    c8-2c1s3g0     12 2  12
2425     8497    c8-2c1s3n1    c8-2c1s3g0     12 2  12
2426     8500    c8-2c1s2n0    c8-2c1s2g0     12 2  13
2427     8501    c8-2c1s2n1    c8-2c1s2g0     12 2  13
2428     8504    c8-2c1s1n0    c8-2c1s1g0     12 2  14
2429     8505    c8-2c1s1n1    c8-2c1s1g0     12 2  14
2430     8508    c8-2c1s0n0    c8-2c1s0g0     12 2  15
2431     8509    c8-2c1s0n1    c8-2c1s0g0     12 2  15
2432     8512    c8-2c0s0n0    c8-2c0s0g0     12 2  16
2433     8513    c8-2c0s0n1    c8-2c0s0g0     12 2  16
2434     8516    c8-2c0s1n0    c8-2c0s1g0     12 2  17
2435     8517    c8-2c0s1n1    c8-2c0s1g0     12 2  17
2436     8520    c8-2c0s2n0    c8-2c0s2g0     12 2  18
2437     8521    c8-2c0s2n1    c8-2c0s2g0     12 2  18
2438     8524    c8-2c0s3n0    c8-2c0s3g0     12 2  19
2439     8525    c8-2c0s3n1    c8-2c0s3g0     12 2  19
2440     8528    c8-2c0s4n0    c8-2c0s4g0     12 2  20
2441     8529    c8-2c0s4n1    c8-2c0s4g0     12 2  20
2442     8532    c8-2c0s5n0    c8-2c0s5g0     12 2  21
2443     8533    c8-2c0s5n1    c8-2c0s5g0     12 2  21
2444     8536    c8-2c0s6n0    c8-2c0s6g0     12 2  22
2445     8537    c8-2c0s6n1    c8-2c0s6g0     12 2  22
2446     8540    c8-2c0s7n0    c8-2c0s7g0     12 2  23
2447     8541    c8-2c0s7n1    c8-2c0s7g0     12 2  23
2494     8576    c8-2c2s0n2    c8-2c2s0g1     12 3  0 
2495     8577    c8-2c2s0n3    c8-2c2s0g1     12 3  0 
2492     8580    c8-2c2s1n2    c8-2c2s1g1     12 3  1 
2493     8581    c8-2c2s1n3    c8-2c2s1g1     12 3  1 
2490     8584    c8-2c2s2n2    c8-2c2s2g1     12 3  2 
2491     8585    c8-2c2s2n3    c8-2c2s2g1     12 3  2 
2488     8588    c8-2c2s3n2    c8-2c2s3g1     12 3  3 
2489     8589    c8-2c2s3n3    c8-2c2s3g1     12 3  3 
2486     8592    c8-2c2s4n2    c8-2c2s4g1     12 3  4 
2487     8593    c8-2c2s4n3    c8-2c2s4g1     12 3  4 
2484     8596    c8-2c2s5n2    c8-2c2s5g1     12 3  5 
2485     8597    c8-2c2s5n3    c8-2c2s5g1     12 3  5 
2482     8600    c8-2c2s6n2    c8-2c2s6g1     12 3  6 
2483     8601    c8-2c2s6n3    c8-2c2s6g1     12 3  6 
2480     8604    c8-2c2s7n2    c8-2c2s7g1     12 3  7 
2481     8605    c8-2c2s7n3    c8-2c2s7g1     12 3  7 
2478     8608    c8-2c1s7n2    c8-2c1s7g1     12 3  8 
2479     8609    c8-2c1s7n3    c8-2c1s7g1     12 3  8 
2476     8612    c8-2c1s6n2    c8-2c1s6g1     12 3  9 
2477     8613    c8-2c1s6n3    c8-2c1s6g1     12 3  9 
2474     8616    c8-2c1s5n2    c8-2c1s5g1     12 3  10
2475     8617    c8-2c1s5n3    c8-2c1s5g1     12 3  10
2472     8620    c8-2c1s4n2    c8-2c1s4g1     12 3  11
2473     8621    c8-2c1s4n3    c8-2c1s4g1     12 3  11
2470     8624    c8-2c1s3n2    c8-2c1s3g1     12 3  12
2471     8625    c8-2c1s3n3    c8-2c1s3g1     12 3  12
2468     8628    c8-2c1s2n2    c8-2c1s2g1     12 3  13
2469     8629    c8-2c1s2n3    c8-2c1s2g1     12 3  13
2466     8632    c8-2c1s1n2    c8-2c1s1g1     12 3  14
2467     8633    c8-2c1s1n3    c8-2c1s1g1     12 3  14
2464     8636    c8-2c1s0n2    c8-2c1s0g1     12 3  15
2465     8637    c8-2c1s0n3    c8-2c1s0g1     12 3  15
2462     8640    c8-2c0s0n2    c8-2c0s0g1     12 3  16
2463     8641    c8-2c0s0n3    c8-2c0s0g1     12 3  16
2460     8644    c8-2c0s1n2    c8-2c0s1g1     12 3  17
2461     8645    c8-2c0s1n3    c8-2c0s1g1     12 3  17
2458     8648    c8-2c0s2n2    c8-2c0s2g1     12 3  18
2459     8649    c8-2c0s2n3    c8-2c0s2g1     12 3  18
2456     8652    c8-2c0s3n2    c8-2c0s3g1     12 3  19
